kana,meaning,explain,example,example_explain
い,12 「いや」表示“讨厌”,熟词联想 いる：有生命的物体的存在。,▶ いやがる「嫌がる」 ③（他五）：讨厌；不愿意,"解 いや→讨厌，がる→他动词后缀。
例 あの子こ は勉強べんきょう を嫌いや がる。/那个孩子讨厌学习。"
い,12 「いや」表示“讨厌”,熟词联想 いる：有生命的物体的存在。,▶ いやしい「卑しい」 ③⓪（形）：卑贱的，卑微的；卑鄙的,"解 いや→讨厌→低下，しい→形容词后缀。
例 あの人ひと は卑いや しい生う まれだ。/那个人出身卑微。"
い,12 「いや」表示“讨厌”,熟词联想 いる：有生命的物体的存在。,▶ いやらしい「厭らしい」 ④（形）：讨厌的，令人作呕的；下流的,"解 いや→讨厌的东西→下流的，らしい→形容词后缀。
例 厭いや らしい目め で女おんな の子こ を見み る。/用下流的目光看女孩子。"
う,13 「う」表示“上，向上”,熟词联想 うえ「上」：上，上方,▶ うえ「上」 ⓪（名）：上，上方,"解 う→上，え→へ→方向。
例 テーブルの上うえ に本ほん がある。/桌子上有书。"
う,13 「う」表示“上，向上”,熟词联想 うえ「上」：上，上方,▶ うで「腕」 ②（名）：胳膊，手臂；本领,"解 う→向上，で→て→手。手上面→胳膊。人类做事情时多为手臂用力，所以「腕うで 」又派生出“能力，本领”之意。
例 腕うで に注ちゅう 射しゃ する。/向胳膊上打针。
あの人は腕うで がある。/那个人很有本领。"
う,13 「う」表示“上，向上”,熟词联想 うえ「上」：上，上方,▶ うく「浮く」 ⓪（自五）：浮，漂；浮现；省下,"解 う→向上，く→移动（以く结尾的动词多与移动有关）。
派 本义为“事物浮出水面”，又从“事物从水底浮出到水面”派生出“多出来，省下”之意。
例 おもちゃが水みず に浮う いた。/玩具在水中浮起来了。
歩ある いていくとバス代だい が浮う く。/走着去的话可以省下公交车钱。"
う,13 「う」表示“上，向上”,熟词联想 うえ「上」：上，上方,▶ うかぶ「浮かぶ」 ⓪（自五）：浮现，露出,"解 与「浮う く」同源。
例 不ふ 快かい な色いろ が顔かお に浮う かぶ。/脸上露出不快的神色。"
う,13 「う」表示“上，向上”,熟词联想 うえ「上」：上，上方,▶ うわき「浮気」 ⓪（名·形动）：出轨；见异思迁,"解 うわ→うえ→上。き→気き →心情。结婚后心情沉不下来→出轨。
例 妻つま に浮うわ 気き がばれた。/出轨被妻子发现了。"
う,13 「う」表示“上，向上”,熟词联想 うえ「上」：上，上方,▶ うえる「植える」 ⓪（他一）：种植；培育,"解 う→向上→种植。
例 砂さ 漠ばく に木き を植う える。/在沙漠中植树。"
う,13 「う」表示“上，向上”,熟词联想 うえ「上」：上，上方,▶ うえる「餓える·飢える」 ②（自一）：饥饿；渴望,"解 う→向上→饥饿的神情显露在脸上。
例 内ない 戦せん で子こ どもたちが飢う える。/内战导致孩子们挨饿。"
う,13 「う」表示“上，向上”,熟词联想 うえ「上」：上，上方,▶ うける「受ける」 ②（他一）：接受；迎着,"解 う→上。要迎接上方下来的事物。
例 日に 本ほん 語ご 能のう 力りょく 試し 験けん を受う ける。/参加日语能力考试。"
う,13 「う」表示“上，向上”,熟词联想 うえ「上」：上，上方,▶ うけみ「受（け）身」 ⓪③②（名）：被动；招架,"解 う→上，受→接受，身→身份，立场。接受的立场→被动。
例 受うけ 身み な態たい 度ど を取と る。/采取被动的态度。"
う,13 「う」表示“上，向上”,熟词联想 うえ「上」：上，上方,▶ うけたまわる「承る」 ⑤⓪（他五）：听从，接受；听说,"解 うけ→受う け，たまわる→賜たまわ る。接受赏赐→听从，接受。
例 ご意い 見けん を喜よろこ んで承うけたまわ ります。/乐于从命。"
う,13 「う」表示“上，向上”,熟词联想 うえ「上」：上，上方,▶ うかる「受かる」 ②（自五）：考上，合格,"解 う→上，被上面接受→考上。
例 東京大学とうきょうだいがく に受う かった。/考上了东京大学。"
う,14 「う」表示内部，引申出表示“内心情感”之意，以「うら」为代表,熟词联想 うえ「上」：上，上方,▶ うったえる「訴える」 ④③（他一）：诉讼，控告,"解 う→向上，たえる→伝つた える→传达，告状时要向上传达。
例 裁さい 判ばん 所しょ に訴うった える。/向法院控告。
解析 可以采用联想法，う→ 屋，内部"
う,14 「う」表示内部，引申出表示“内心情感”之意，以「うら」为代表,熟词联想 うえ「上」：上，上方,▶ うち「内·家」 ⓪（名）：家，家庭；内部,"解 う→内部。也可以采用联想记忆法，う→屋。
例 電でん 車しゃ で家うち へ帰かえ る。/坐电车回家。"
う,14 「う」表示内部，引申出表示“内心情感”之意，以「うら」为代表,熟词联想 うえ「上」：上，上方,▶ うら「裏」 ②（名）：里面，背面,"解 う→内部→里面。
例 足あし の裏うら を怪け 我が した。/脚底受伤了。"
う,14 「う」表示内部，引申出表示“内心情感”之意，以「うら」为代表,熟词联想 うえ「上」：上，上方,▶ うらむ「恨む」 ②（他五）：怨恨，怀恨，憎恨,"解 うら→内心，む→封闭。封闭在心中→怨恨。
例 冷つめ たい態たい 度ど を恨うら む。/因受冷遇而怀恨在心。
拓 うらみ「恨み」：怨恨"
う,14 「う」表示内部，引申出表示“内心情感”之意，以「うら」为代表,熟词联想 うえ「上」：上，上方,▶ うらやむ「羨む」 ③（他五）：羡慕,"解 うら→内心，やむ→病や む。羡慕、嫉妒是内心的病态。
例 人ひと の成せい 績せき を羨うらや む。/羡慕别人的成绩。"
う,14 「う」表示内部，引申出表示“内心情感”之意，以「うら」为代表,熟词联想 うえ「上」：上，上方,▶ うらやましい「羨ましい」 ⑤（形）：羡慕的,"解 派生自「羨うらや む」，しい→形容词后缀。
例 奥おく さんが美うつく しくて羨うらや ましい。/真羡慕您夫人那么漂亮。"
う,14 「う」表示内部，引申出表示“内心情感”之意，以「うら」为代表,熟词联想 うえ「上」：上，上方,▶ うれしい「嬉しい」 ③（形）：开心的，高兴的,"解 うれ→うら→内心，しい→形容词后缀。
例 先せん 生せい にほめられて嬉うれ しい。/被老师夸奖了很开心。"
う,14 「う」表示内部，引申出表示“内心情感”之意，以「うら」为代表,熟词联想 うえ「上」：上，上方,▶ うれい「憂い」 ②③（名）：悲伤，哀愁,"解 うれ→うら→内心。
例 憂うれ いなく過す ごす/无忧无虑地生活"
う,15 「うつ」表示“打击”,熟词联想 うえ「上」：上，上方,▶ うらなう「占う」 ③（他五）：占卜,"解 うら→内部。把里面的事情显露出来→占卜。
例 恋こい 占うらな いをする/占卜恋爱运
熟词联想 うつ「打つ」：打击"
う,15 「うつ」表示“打击”,熟词联想 うえ「上」：上，上方,▶ うつ「打つ·撃つ·討つ」 ①（他五）：打击；讨伐；开枪；攻击,"解 うつ→打击。
例 銃じゅう で鳥とり を撃う つ。/用枪打鸟。
文も 字じ を打う つ/打字"
う,15 「うつ」表示“打击”,熟词联想 うえ「上」：上，上方,▶ うたう「歌う·唄う·謳う」 ⓪（他五）：歌唱，吟唱；讴歌，赞扬,"解 うた→打う つ。唱歌时要敲打乐器伴奏。
例 子こ 供ども が歌うた を歌うた っている。/孩子在唱歌。
改かい 革かく 開かい 放ほう を謳うた う。/讴歌改革开放。"
う,15 「うつ」表示“打击”,熟词联想 うえ「上」：上，上方,▶ うた「歌」 ②（名）：歌曲,"解 和「歌うた う」同源。
例 彼かの 女じょ は歌うた がうまい。/她唱歌好听。"
う,15 「うつ」表示“打击”,熟词联想 うえ「上」：上，上方,▶ うつす「移す·写す·映す」 ②（他五）：移动，调动；抄写；照，映,"解 与「打う つ」同源，击打时要移动手、棍棒等物体，故派生出“移动”之意。
派 本义为“使物体移动”。1. 移动物体（本义）；2. 抄写（抄写的本质就是使一项内容移动到另一个位置）；3. 映、反射（使样子、姿态移动到另一个位置）。
例 机つくえ を外そと に移うつ してください。/请把桌子移到外面去。
この文ぶん を写うつ してください。/请抄写这个句子。
建物たてもの の姿すがた が水みず に映うつ す。/建筑物倒映在水中。"
う,16 「う」表示“呜呜”的声音，拟声词,熟词联想 うえ「上」：上，上方,▶ うつる「移る·写る·映る」 ②（自五）：转移；拍照；映，照,"解 「うつす」的自动词。
例 風か 邪ぜ が移うつ った。/感冒传染了。
夕ゆう 日ひ が窓まど に映うつ る。/夕阳照在窗户上。"
う,16 「う」表示“呜呜”的声音，拟声词,熟词联想 うえ「上」：上，上方,▶ うなる「唸る」 ②（自五）：野兽的吼叫；人的呻吟,"解 う→“呜呜”的声音，なる→鳴な る，鸣响。
例 犬いぬ が唸うな る。/狗发出呜呜声。"
え,17 「え」表示“笑”,解析 发音时嘴角微微上扬，与笑时的口型相似。,▶ えがお「笑顔」 ①（名）：笑脸,"解 え→笑时的口型，顔かお →脸。
例 彼かの 女じょ は笑え 顔がお が素す 敵てき だ。/她的笑容非常美丽。"
お,18 「お」表示“大；多”，以「おお」为代表,"解析 可以采用联想法，当人们看到事物很大或者数量很多时，会发出「おお」的感叹声。
熟词联想 おおきい「大きい」：大的
おおい「多い」：多的",▶ おおい「多い」 ①②（形）：多的,"解 おお→大；多。
例 中ちゅう 国ごく は人じん 口こう が多おお い。/中国人口众多。"
お,18 「お」表示“大；多”，以「おお」为代表,"解析 可以采用联想法，当人们看到事物很大或者数量很多时，会发出「おお」的感叹声。
熟词联想 おおきい「大きい」：大的
おおい「多い」：多的",▶ おおいに「大いに」 ①（副）：大大地，多多地，很，非常,"解 おお→大、多，に→副词标志。
例 結けっ 婚こん で大おお いに喜よろこ ぶ。/因结婚而喜不自胜。"
お,18 「お」表示“大；多”，以「おお」为代表,"解析 可以采用联想法，当人们看到事物很大或者数量很多时，会发出「おお」的感叹声。
熟词联想 おおきい「大きい」：大的
おおい「多い」：多的",▶ おおきい「大きい」 ③（形）：大的,"解 おお→大。「大おお きい」和「多おお い」这两个单词拥有共同的来源，在平安时代以后才区分使用。
例 部へ 屋や を大おお きくする。/把房间弄得大一点。"
