Word,WordPhonetic,WordTune,Part,WordDef,Remark,Level
先週,せんしゅう,0,名,上周,,N5
先生,せんせい,3,名,老师；医生；律师,,N5
洗濯,せんたく,0,名,洗涤，洗衣服,,N5
洗濯機,せんたくき,"4,3",名,洗衣机,,N5
先輩,せんぱい,0,名,前辈；比自己早入学或早参加工作的人,,N5
全部,ぜんぶ,1,名,全部,,N5
掃除,そうじ,0,名,扫除,,N5
相談,そうだん,0,名,商量,,N5
其処,そこ,0,名,那里,,N5
そちら,そちら,0,名,那里，那边；那位,,N5
卒業,そつぎょう,0,名,毕业,,N5
外,そと,1,名,外面,【记】そ（其）+と（ところ→地方）→那地方→外（面）,N5
側/傍,そば,1,名,旁边,【记】そ（其）+ば（旁）→那旁边→旁边,N5
祖父,そふ,1,名,祖父,,N5
祖父母,そふぼ,2,名,祖父母,,N5
祖母,そぼ,1,名,祖母,,N5
それ,それ,0,名,那个,【记】そ（其）+れ（类）→那个,N5
台,だい,1,名,台，台子,,N5
代,だい,1,名,费用；一代人,,N5
大学,だいがく,0,名,大学,,N5
大学院,だいがくいん,4,名,研究生院,,N5
大学生,だいがくせい,4,名,大学生,,N5
大学院生,だいがくいんせい,5,名,硕士生,,N5
大体,だいたい,0,名,大体上，大致上,,N5
台所,だいどころ,0,名,厨房,,N5
台風,たいふう,3,名,台风,,N5
建物,たてもの,"2,3",名,建筑物,,N5
煙草,たばこ,0,名,烟,【记】たばこ（葡萄牙语tabaco）→tobacco→烟草,N5
食べ物,たべもの,"2,3",名,食物,【记】た（他）+べば→把→把它→把食物用盖子盖上→“食”的字意,N5
卵,たまご,2,名,鸡蛋,【记】た（多）+ま（满→圆）→很圆→球+ご（こ→小）→蛋,N5
誰,だれ,1,名,谁,【记】だ（ど→多→多少→哪）+れ（类）→哪一类人→谁,N5
誕生日,たんじょうび,3,名,生日,,N5
近く,ちかく,1,名,附近,【记】ち（小）+か（加）→很小→近,N5
地下鉄,ちかてつ,0,名,地铁,,N5
地図,ちず,1,名,地图,,N5
父,ちち,0,名,父亲,,N5
茶色,ちゃいろ,0,名,茶色,,N5
茶碗,ちゃわん,0,名,碗；茶碗；饭碗,,N5
中学,ちゅうがく,1,名,中学；初中,,N5
中学生,ちゅうがくせい,"3,4",名,初中生,,N5
中学校,ちゅうがっこう,3,名,初中,,N5
中国,ちゅうごく,1,名,中国,,N5
一日,ついたち,0,名,一号；一天,,N5
使い方,つかいかた,0,名,用法,【记】つ（て→手）+か（加）+い（う→ふ→風→状态）→添加在手上→使用；か（加）+た（多）→方,N5
月,つき,0,名,月亮,,N5
机,つくえ,0,名,书桌,【记】つ（刺）+く（根据字形→方向）+え（へ→方向）→突出的方向→书桌,N5
妻,つま,1,名,妻子,【记】つ（次）+ま（妈）→心中地位次于妈妈的人→妻,N5
手,て,0,名,手；把手；方法,【记】て（抬）,N5
できるだけ,できるだけ,0,名,尽可能，尽量,【记】できる（能）+だけ（只是→就是）→尽可能,N5
出口,でぐち,1,名,出口,,N5
寺,てら,0,名,寺，寺庙,【记】て（て的起源汉字→天→太阳）+ら（拉）→太阳照射（的地方）→寺庙,N5
点,てん,0,名,小点；分数,,N5
店員,てんいん,0,名,店员,,N5
天気,てんき,1,名,天气,,N5
電気,でんき,1,名,电；电灯,,N5
天気予報,てんきよほう,4,名,天气预报,,N5
電車,でんしゃ,0,名,电车,,N5
店内,てんない,1,名,店内，店里,,N5
天麩羅,てんぷら,0,名,天妇罗（把鱼、贝、肉、菜裹上面粉后油炸的食物）,【记】葡萄牙语tempero,N5
電話,でんわ,0,名,电话,,N5
度,ど,1,名,次，回，度；程度,,N5
動物,どうぶつ,0,名,动物,,N5
動物園,どうぶつえん,4,名,动物园,,N5
道路,どうろ,1,名,道路,,N5
十,とお,1,名,十；十岁,,N5
十日,とおか,0,名,十号，十日；十天,,N5
遠く,とおく,0,名,远方,【记】とお（透）→通透→远,N5
時,とき,0,名,时间，时候；时代；季节,【记】と（て→てら→寺）+き（期→日）→日+寺→時→时间,N5
時計,とけい,0,名,表，钟表,【记】と（て→てら→寺）+け（き→期→日）→日+寺→時→时间+い（一）→一个与时间有关的东西→钟表,N5
どこ,どこ,1,名,哪里,【记】ど（多→多少→哪）+こ（地方）→哪里,N5
所/処,ところ,0,名,地方；时间；程度；状况,【记】と（土）+こ（地方）+ろ（呂）→地方,N5
年,とし,0,名,年；年龄；上年纪,【记】と（時）+し（逝）→时间流逝→年龄,N5
図書館,としょかん,2,名,图书馆,,N5
どちら,どちら,1,名,哪里，哪边；哪位,,N5
特急,とっきゅう,0,名,特快列车,,N5
隣,となり,0,名,旁边；邻居，四邻，邻里,【记】と（ところ→所）+なり（也→是）→所有地方→四邻,N5
友達,ともだち,0,名,朋友,【记】と（和）+も（也）→一起→朋友+達（们）→朋友,N5
土曜日,どようび,3,名,星期六,,N5
鳥,とり,0,名,鸟,【记】と（兔）+り（る→留→长）→像兔子一样→跳→飞→鸟,N5
鶏肉,とりにく,0,名,鸡肉,,N5
どれ,どれ,1,名,哪个,【记】ど（多→多少→哪）+れ（类）→哪个,N5
中,なか,1,名,中间；里面，内部,,N5
夏,なつ,0,名,夏天,【记】な（那→那么）+つ（刺→热）→那么热→夏天,N5
夏休み,なつやすみ,3,名,暑假,【记】な（那→那么）+つ（刺→热）→那么热→夏天；や（咿呀学语→小）+す（丝→轻）+み（む→闷）→休息,N5
七つ,ななつ,2,名,七,,N5
七個,ななこ,2,名,七个,,N5
七歳,ななさい,2,名,七岁,,N5
七冊,ななさつ,2,名,七册，七本,,N5
七時,ななじ,2,名,七点,,N5
七足,ななそく,2,名,七双（鞋、袜子等）,,N5
七着,ななちゃく,2,名,七套（衣服）,,N5
七通,ななつう,2,名,七封（信）,,N5
七度,ななど,2,名,七次；七度,,N5
七頭,ななとう,2,名,七头，七匹（牛、马、象等大型动物）,,N5
七年,ななねん,2,名,七年；七年级,,N5
七杯,ななはい,2,名,七杯,,N5
七番,ななばん,2,名,第七个，第七号,,N5
七匹,ななひき,2,名,七条，七只（狗、金鱼、猫、昆虫等）,,N5
七本,ななほん,2,名,七根儿；七条；七瓶（细长的东西）,,N5
七枚,ななまい,2,名,七张，七片,,N5
七羽,ななわ,2,名,七只（鸡、鸭、鸟、兔等）,,N5
七日,なのか,0,名,七号，七日；七天,,N5
七日間,なのかかん,3,名,七天,,N5
名前,なまえ,0,名,名字；名称,,N5
何回,なんかい,1,名,几次，几回，几度,,N5
何階,なんがい,0,名,几层，几楼,,N5
何か月,なんかげつ,3,名,几个月,,N5
何個,なんこ,1,名,几个,,N5
何歳,なんさい,1,名,几岁,,N5
何冊,なんさつ,1,名,几册，几本,,N5
何皿,なんさら,1,名,几盘,,N5
何時,なんじ,1,名,几点,,N5
何時間,なんじかん,3,名,几个小时,,N5
何週間,なんしゅうかん,3,名,几个星期,,N5
何千,なんぜん,0,名,几千,,N5
何足,なんそく,1,名,几双（鞋、袜子）,,N5
何台,なんだい,1,名,几台，几辆,,N5
何着,なんちゃく,1,名,几套（衣服）,,N5
何度,なんど,1,名,几次，几回，几度,,N5
何頭,なんとう,1,名,几头，几匹（牛、马、象等大型动物）,,N5
何日,なんにち,1,名,几号；几天,,N5
何人,なんにん,1,名,多少人，几个人,,N5
何年,なんねん,1,名,几年,,N5
何杯,なんばい,"1,0",名,几杯,,N5
何倍,なんばい,0,名,几倍,,N5
何番,なんばん,1,名,第几个，第几号,,N5
何匹,なんびき,1,名,几条，几只（狗、金鱼、猫、昆虫等）,,N5
何分,なんぷん,1,名,几分，几分钟,,N5
何本,なんぼん,1,名,几根儿；几条；几瓶（细长的东西）,,N5
何枚,なんまい,1,名,几张，几片,,N5
何万,なんまん,0,名,几万,,N5
何羽,なんわ,1,名,几只（鸡、鸭、鸟、兔等）,,N5
二,に,0,名,二,,N5
二回,にかい,0,名,两回，两次,,N5
二階,にかい,0,名,二层，二楼,,N5
肉,にく,0,名,肉,,N5
二個,にこ,1,名,两个,,N5
二歳,にさい,1,名,两岁,,N5
二冊,にさつ,1,名,两册，两本,,N5
西,にし,0,名,西,【记】にし（なし→无）→太阳没有的地方→日落的地方→西,N5
二時,にじ,1,名,两点,,N5
西口,にしぐち,0,名,西侧的出入口,,N5
二十,にじゅう,2,名,二十,,N5
二足,にそく,1,名,两双（鞋、袜子等）,,N5
～日,にち,0,名,……日，……天,,N5
二着,にちゃく,1,名,两套（衣服）,,N5
日曜日,にちようび,3,名,星期日,,N5
二通,につう,1,名,两封（信）,,N5
二度,にど,1,名,两次；两度,,N5
二頭,にとう,1,名,两头，两匹（牛、马、象等大型动物）,,N5
二年,にねん,1,名,两年；二年级,,N5
二杯,にはい,1,名,两杯,,N5
二番,にばん,1,名,第二个，第二号,,N5
二分,にふん,1,名,两分；两分钟,,N5
二匹,にひき,1,名,两条，两只（狗、金鱼、猫、昆虫等）,,N5
二本,にほん,1,名,两根儿；两条；两瓶（细长的东西）,,N5
日本,にほん,2,名,日本,,N5
日本語,にほんご,0,名,日语,,N5
日本人,にほんじん,4,名,日本人,,N5
二枚,にまい,1,名,两张，两片,,N5
荷物,にもつ,1,名,行李,,N5
庭,にわ,0,名,院子,【记】に（泥）+わ（弯→圆yuan）→院yuan,N5
二羽,にわ,1,名,两只（鸡、鸭、鸟、兔等）,,N5
値段,ねだん,0,名,价格,,N5
熱,ねつ,0,名,发烧,,N5
残り,のこり,3,名,剩余,【记】の（な→那→长）+こ（地方）+り（る→留→长）→长时间停留→残留,N5
飲み物,のみもの,2,名,饮料,,N5
乗り物,のりもの,0,名,交通工具,【记】の（な→长）+り（る→留→长）→长→乘+物→交通工具,N5
歯,は,1,名,牙,【记】は（哈→放）→放出→突出（的东西）→牙齿,N5
杯,はい,1,名,杯，酒杯,,N5
倍,ばい,1,名,倍，加倍,,N5
歯医者,はいしゃ,1,名,牙医,,N5
売店,ばいてん,0,名,小卖部,,N5
箱,はこ,0,名,箱子；盒子,【记】は（哈→放）+こ（口）→开口的东西→箱子,N5
挟み,はさみ,0,名,剪刀；大夹子,【记】は（哈→放）+さ（さす→挿す）+み（む→闷）→放开，插入，关闭→夹,N5
橋,はし,0,名,桥,【记】は（哈→放）+し（线→放出一条线状物）→放长→桥,N5
箸,はし,1,名,筷子,【记】は（哈→放）+し（细）→细长→筷子,N5
始まり,はじまり,0,名,开始；起源,【记】は（哈→发）+じ（時）+ま（满）+り（る→留→长）→时间发出→开始,N5
始め,はじめ,0,名,开始,【记】同上,N5
場所,ばしょ,0,名,场所,,N5
二十歳,はたち,1,名,二十岁,,N5
八,はち,0,名,八,,N5
八時,はちじ,2,名,八点,,N5
八日間,はちにちかん,4,名,八天,,N5
八度,はちど,2,名,八次；八度,,N5
八年,はちねん,2,名,八年,,N5
八番,はちばん,2,名,第八个，第八号,,N5
八枚,はちまい,2,名,八张，八片,,N5
八羽,はちわ,2,名,八只（鸡、鸭、鸟、兔等）,,N5
発音,はつおん,0,名,发音,,N5
二十日,はつか,0,名,二十号，二十日；二十天,,N5
八個,はっこ,1,名,八个,,N5
八歳,はっさい,1,名,八岁,,N5
八冊,はっさつ,0,名,八册，八本,,N5
八足,はっそく,0,名,八双（鞋、袜子等）,,N5
八着,はっちゃく,0,名,八套（衣服）,,N5
八通,はっつう,1,名,八封（信）,,N5
八頭,はっとう,1,名,八头，八匹（牛、马、象等大型动物）,,N5
八杯,はっぱい,1,名,八杯,,N5
八匹,はっぴき,0,名,八条，八只（狗、金鱼、猫、昆虫等）,,N5
八分,はっぷん,1,名,八分；八分钟,,N5
八本,はっぽん,1,名,八根儿；八条；八瓶（细长的东西）,,N5
花,はな,2,名,花,【记】は（花）+な（なり→也→是）→花,N5
鼻,はな,0,名,鼻子,【记】は（哈→放→发）+な（なり→也→是）→发出气的地方→鼻子,N5
話,はなし,0,名,谈话；话题；故事；事情,【记】は（哈→放）+なす（做）→放出→说话,N5
春,はる,1,名,春天,【记】は（哈→发）+る（留→长）→万物发芽→春,N5
晴れ,はれ,0,名,晴天；消除嫌疑,【记】は（哈→放）+れ（来）→放晴,N5
半,はん,1,名,半，一半,,N5
晩,ばん,0,名,晚上,,N5
番,ばん,1,名,号；轮班,,N5
番号,ばんごう,3,名,号码,,N5
晩ご飯,ばんごはん,3,名,晚饭,,N5
反対,はんたい,0,名,反对；相反,,N5
半分,はんぶん,3,名,一半,,N5
日,ひ,0,名,太阳；日子，日期；时候,,N5
火,ひ,0,名,火，火焰,,N5
費,ひ,0,名,……费,,N5
東,ひがし,0,名,东,【记】ひ（日）+が（状态）+し（升）→太阳升起的地方→东,N5
匹,ひき,0,名,（鸟兽和昆虫的量词）只；条；头,,N5
飛行機,ひこうき,2,名,飞机,,N5
美術館,びじゅつかん,3,名,美术馆,,N5
左,ひだり,0,名,左，左面,【记】ひ（日）+だ（达）+り（る→留→长）→太阳在南面时，左手是东→太阳达到的地方→东→左,N5
左側,ひだりがわ,0,名,左侧,,N5
左手,ひだりて,0,名,左手,,N5
必要,ひつよう,0,名,必要,,N5
人,ひと,0,名,人；人类；别人；自己；人家,,N5
一つ,ひとつ,2,名,一个；一岁,,N5
人々,ひとびと,2,名,人们,,N5
一人,ひとり,2,名,一个人,,N5
暇,ひま,0,名,闲暇，有空,【记】ひ（日）+ま（慢→叚）→日→叚→闲暇,N5
百,ひゃく,0,名,（数量）百，一百,,N5
費用,ひよう,1,名,费用,,N5
美容,びよう,0,名,美容,,N5
美容院,びよういん,2,名,美容院,,N5
病院,びょういん,0,名,医院,,N5
病気,びょうき,0,名,病，疾病,,N5
平仮名,ひらがな,0,名,平假名,,N5
昼,ひる,2,名,白天；中午,【记】ひ（日）+る（留→长）→太阳长→白昼，中午,N5
昼ご飯,ひるごはん,3,名,午饭,,N5
昼間,ひるま,0,名,白天,,N5
昼休み,ひるやすみ,3,名,午休,,N5
封筒,ふうとう,0,名,信封,,N5
夫婦,ふうふ,1,名,夫妇,,N5
服,ふく,0,名,衣服,,N5
複雑,ふくざつ,0,名,复杂,,N5
復習,ふくしゅう,0,名,复习,,N5
二つ,ふたつ,2,名,两个；两岁,,N5
豚肉,ぶたにく,0,名,猪肉,,N5
二人,ふたり,2,名,两个人,,N5
部長,ぶちょう,0,名,部长,,N5
普通,ふつう,0,名,普通，一般,,N5
二日,ふつか,0,名,二号，二日；两天,,N5
不便,ふべん,1,名,不方便,,N5
冬,ふゆ,0,名,冬天,【记】ふ（风）+ゆ（裕）→风大的季节→冬天,N5
風呂,ふろ,"1,0",名,洗澡；浴室；澡盆,,N5
分,ふん,1,名,（时间）分,,N5
文,ぶん,1,名,文章；句子,,N5
文章,ぶんしょう,1,名,文章,,N5
文法,ぶんぽう,0,名,语法,,N5
部屋,へや,0,名,房间,,N5
辺,へん,"0,1",名,一带，附近,,N5
勉強,べんきょう,0,名,学习；便宜卖,,N5
返事,へんじ,0,名,回信，回复，答复,,N5
弁当,べんとう,3,名,便当，盒饭,,N5
便利,べんり,1,名,方便,,N5
方,ほう,1,名,方，方向；方面,,N5
帽子,ぼうし,0,名,帽子,,N5
方向,ほうこう,0,名,方向,,N5
方法,ほうほう,0,名,方法,,N5
他/外,ほか,0,名,其他，除此之外,【记】ほ（放）+か（开）→放开→外,N5
僕,ぼく,1,名,（男人称呼自己）我,,N5
本,ほん,1,名,书，书籍；（细长物体的量词）支；根,,N5
本当,ほんとう,0,名,真正，真实,,N5
本屋,ほんや,1,名,书店,,N5
枚,まい,1,名,（量词）张；片,,N5
毎朝,まいあさ,"1,0",名,每天早上,,N5
毎週,まいしゅう,0,名,每周,,N5
毎月,まいつき,0,名,每月,,N5
毎度,まいど,0,名,每次,,N5
毎日,まいにち,1,名,每天,,N5
毎年,まいとし,0,名,每年,,N5
毎晩,まいばん,"1,0",名,每天晚上,,N5
前,まえ,1,名,前面；以前,【记】ま（满）+え（へ→方向）→满的方向→前,N5
孫,まご,0,名,孙子；孙女,【记】ま（满）+こ（子）+浊音（拖泥带水→有关）→孩子满堂→孙子；孙女,N5
祭り,まつり,0,名,祭祀；节日；庙会,【记】ま（满→真）+つ（刺→方向）+り（る→留→长）→聚集在一起→祭祀活动,N5
窓,まど,1,名,窗户,【记】ま（間）+ど（と→戸）→一间门户→窗户,N5
